Product ID,name,description,sku,brand,url,price,currency,Product Key
185102,BASIC PUFFER JACKET,Puffer jacket made of tear-resistant ripstop fabric. High collar and adjustable long sleeves with adhesive straps. Welt pockets at hip. Adjustable hem with side elastics. Front zip closure.,272145190-250-2,Zara,https://www.zara.com/us/en/basic-puffer-jacket-p06985450.html,19.99,USD,1
188771,TUXEDO JACKET,Straight fit blazer. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Central back vent at hem. Front button closure.,324052738-800-46,Zara,https://www.zara.com/us/en/tuxedo-jacket-p08896675.html,169.0,USD,2
180176,SLIM FIT SUIT JACKET,Slim fit jacket. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,335342680-800-44,Zara,https://www.zara.com/us/en/slim-fit-suit-jacket-p01564520.html,129.0,USD,3
112917,STRETCH SUIT JACKET,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,328303236-420-44,Zara,https://www.zara.com/us/en/stretch-suit-jacket-p01564300.html,129.0,USD,4
192936,DOUBLE FACED JACKET,Jacket made of faux leather faux shearling with fleece interior. Tabbed lapel collar. Long sleeves. Zip pockets at hip. Front zip closure.,312368260-800-2,Zara,https://www.zara.com/us/en/double-faced-jacket-p08281477.html,139.0,USD,5
117590,CONTRASTING COLLAR JACKET,Relaxed fit jacket. Contrasting lapel collar and long sleeves with buttoned cuffs. Front pouch pockets. Interior pocket. Washed effect. Front zip closure.,320298385-807-2,Zara,https://www.zara.com/us/en/contrasting-collar-jacket-p06987331.html,79.9,USD,6
189118,FAUX LEATHER PUFFER JACKET,Faux leather puffer jacket. High collar and long sleeves with ribbed interior cuffs. Welt pockets at hip. Interior pocket. Adjustable hem with side elastics. Front zip closure.,278112470-800-2,Zara,https://www.zara.com/us/en/faux-leather-puffer-jacket-p08281420.html,69.99,USD,7
182157,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,322972485-431-46,Zara,https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307408.html,159.0,USD,8
141861,100% WOOL SUIT JACKET,Jacket made of Italian wool. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,313854165-401-46,Zara,https://www.zara.com/us/en/100-wool-suit-jacket-p05955218.html,169.0,USD,9
137121,100% FEATHER FILL PUFFER JACKET,Puffer jacket made of shiny finish technical fabric. Fill is a blend of 80% down and 20% feathers. High collar with adjustable hood and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip closure.,312372602-800-2,Zara,https://www.zara.com/us/en/100-feather-fill-puffer-jacket-p04302305.html,169.0,USD,10
113143,HERRINGBONE TEXTURED JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front zip closure.,316207900-710-2,Zara,https://www.zara.com/us/en/herringbone-textured-jacket-p08491401.html,129.0,USD,11
140028,OVERSIZED CROPPED JACKET LIMITED EDITION,Oversized cropped jacket. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at waist ad interior pocket. Front button closure.,329186122-800-2,Zara,https://www.zara.com/us/en/oversized-cropped-jacket-limited-edition-p04304672.html,159.0,USD,12
134693,LEATHER BIKER JACKET,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,311297791-800-2,Zara,https://www.zara.com/us/en/leather-biker-jacket-p05833412.html,169.0,USD,13
151396,CROPPED LEATHER JACKET,Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,323134418-800-3,Zara,https://www.zara.com/us/en/cropped-leather-jacket-p02521104.html,439.0,USD,14
132889,FAUX LEATHER BOXY FIT JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,311297555-706-2,Zara,https://www.zara.com/us/en/faux-leather-boxy-fit-jacket-p08281654.html,99.9,USD,15
152174,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,317012940-800-2,Zara,https://www.zara.com/us/en/faux-leather-jacket-p03427320.html,99.9,USD,16
129906,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,311292672-800-2,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p06318600.html,69.9,USD,17
195879,DENIM BOMBER JACKET,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,321496837-400-3,Zara,https://www.zara.com/us/en/denim-bomber-jacket-p00621400.html,129.0,USD,18
155050,BOUCLÉ TEXTURED JACKET,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,316205038-615-2,Zara,https://www.zara.com/us/en/boucle-textured-jacket-p08491402.html,129.0,USD,19
194410,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.,322972473-052-46,Zara,https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307443.html,159.0,USD,20
141904,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,313845662-400-3,Zara,https://www.zara.com/us/en/jacquard-denim-jacket-p07627402.html,109.0,USD,21
124981,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,320264577-800-2,Zara,https://www.zara.com/us/en/padded-denim-jacket-p01538413.html,89.9,USD,22
161909,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,315529534-705-3,Zara,https://www.zara.com/us/en/leather-jacket-p05479400.html,299.0,USD,23
129152,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,320423517-800-2,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,49.9,USD,24
183243,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,328250627-251-46,Zara,https://www.zara.com/us/en/suit-jacket-p04303266.html,169.0,USD,25
198248,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,311309526-800-2,Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html,69.9,USD,26
191230,PATCH BOMBER JACKET,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,311287528-811-2,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html,89.9,USD,27
187234,STRETCH POCKET OVERSHIRT,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,342657802-914-2,Zara,https://www.zara.com/us/en/stretch-pocket-overshirt-p07484478.html,59.9,USD,28
148888,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,316207898-712-2,Zara,https://www.zara.com/us/en/rib-collar-jacket-p08281410.html,109.0,USD,29
110805,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,321496761-800-2,Zara,https://www.zara.com/us/en/faux-leather-oversized-jacket-limited-edition-p07380310.html,159.0,USD,30
179801,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,311307255-800-2,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p06318411.html,129.0,USD,31
134927,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,317129011-500-2,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03833404.html,129.0,USD,32
123150,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,330274270-800-2,Zara,https://www.zara.com/us/en/cropped-bomber-jacket-limited-edition-p08281600.html,129.0,USD,33
159145,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,311297855-800-2,Zara,https://www.zara.com/us/en/faux-leather-puffer-jacket-p03833302.html,109.0,USD,34
172364,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,317782474-800-2,Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p08281667.html,109.0,USD,35
178281,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,315758723-401-2,Zara,https://www.zara.com/us/en/bomber-jacket-p06318502.html,109.0,USD,36
194339,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,311302863-800-2,Zara,https://www.zara.com/us/en/faux-suede-jacket-p08281652.html,89.9,USD,37
174412,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,311282759-806-2,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p08574500.html,69.9,USD,38
114877,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,323134415-700-3,Zara,https://www.zara.com/us/en/suede-jacket-p02521102.html,349.0,USD,39
140727,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,312372582-526-2,Zara,https://www.zara.com/us/en/contrasting-collar-jacket-p01538369.html,79.9,USD,40
133109,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,321143726-712-2,Zara,https://www.zara.com/us/en/textured-jacket-p04302457.html,79.9,USD,41
127296,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,320220949-507-2,Zara,https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html,89.9,USD,42
133757,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,312664937-514-2,Zara,https://www.zara.com/us/en/pocket-puffer-jacket-p08281439.html,129.0,USD,43
111760,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,321143723-401-2,Zara,https://www.zara.com/us/en/technical-jacket-with-pockets-p03286501.html,109.0,USD,44
198375,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,311297763-800-2,Zara,https://www.zara.com/us/en/faux-leather-jacket-p08281345.html,69.9,USD,45
168837,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,311292194-731-2,Zara,https://www.zara.com/us/en/faux-suede-jacket-p03548689.html,89.9,USD,46
138505,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,335663355-406-2,Zara,https://www.zara.com/us/en/ripped-denim-jacket-p01538470.html,69.9,USD,47
116228,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,312363708-800-2,Zara,https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html,89.9,USD,48
167592,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,312320664-251-2,Zara,https://www.zara.com/us/en/faux-suede-patch-jacket-p08281357.html,89.9,USD,49
133100,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,311302445-445-97,Zara,https://www.zara.com/us/en/puffer-jacket-with-pouch-pocket-p00155401.html,89.9,USD,50
119955,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,323216370-422-97,Zara,https://www.zara.com/us/en/bomber-jacket-p05039440.html,89.9,USD,51
189349,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,317107014-707-2,Zara,https://www.zara.com/us/en/textured-weave-overshirt-p01608101.html,89.9,USD,52
127478,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,328594167-800-46,Zara,https://www.zara.com/us/en/straight-suit-jacket-p04143291.html,129.0,USD,53
180661,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,311309598-711-2,Zara,https://www.zara.com/us/en/hooded-quilted-jacket-p00029501.html,129.0,USD,54
186681,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,267133943-711-2,Zara,https://www.zara.com/us/en/lightweight-puffer-jacket-p04302520.html,19.99,USD,55
133183,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,318265017-401-2,Zara,https://www.zara.com/us/en/cotton-blend-bomber-jacket-p06518350.html,89.9,USD,56
173508,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,322410604-401-2,Zara,https://www.zara.com/us/en/pocket-jacket-p06318507.html,129.0,USD,57
187930,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,324149982-982-2,Zara,https://www.zara.com/us/en/oversized-bomber-jacket-p08281311.html,89.9,USD,58
124088,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,320531693-707-2,Zara,https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html,79.9,USD,59
190238,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,328279967-409-3,Zara,https://www.zara.com/us/en/acid-wash-denim-jacket-p06688401.html,89.9,USD,60
151925,VINTAGE EFFECT LEATHER BOMBER JACKET,,320774184-800-97,Zara,https://www.zara.com/us/en/vintage-effect-leather-bomber-jacket-p02521300.html,299.0,USD,61
163234,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,322972491-800-2,Zara,https://www.zara.com/us/en/textured-denim-jacket-limited-edition-p01538430.html,89.9,USD,62
135610,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,321501682-800-2,Zara,https://www.zara.com/us/en/wool-blend-jacket-p09621448.html,109.0,USD,63
117065,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,328616906-712-2,Zara,https://www.zara.com/us/en/cotton---linen-blend-jacket-p00706103.html,109.0,USD,64
149315,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,311292541-802-2,Zara,https://www.zara.com/us/en/fleece-bomber-jacket-p08281405.html,109.0,USD,65
149510,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,319205114-807-2,Zara,https://www.zara.com/us/en/zippered-jacket-p04087418.html,59.9,USD,66
137990,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,276213846-500-2,Zara,https://www.zara.com/us/en/cotton-jacket-p00706301.html,29.99,USD,67
154016,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,328244979-064-48,Zara,https://www.zara.com/us/en/wool-blend-textured-jacket-p04296310.html,189.0,USD,68
117751,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,323050745-798-97,Zara,https://www.zara.com/us/en/contrast-jacquard-jacket-p04087423.html,89.9,USD,69
182362,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,319166635-401-2,Zara,https://www.zara.com/us/en/cropped-overshirt-p04432403.html,69.9,USD,70
117725,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,311297489-800-2,Zara,https://www.zara.com/us/en/contrasting-patches-hooded-jacket-p03833400.html,109.0,USD,71
145289,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,311292073-709-2,Zara,https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html,109.0,USD,72
173576,,,336378923-700-2,Zara,https://www.zara.com/us/en/-p04310461.html,129.0,USD,73
175059,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,311292572-401-2,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html,49.9,USD,74
199368,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,336821611-706-2,Zara,https://www.zara.com/us/en/wool-blend-jacket-p05854654.html,139.0,USD,75
162883,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,311307584-518-2,Zara,https://www.zara.com/us/en/technical-padded-jacket-p06518501.html,139.0,USD,76
